"id","bedrijf","perioden","p1","p2","p3_5","p5_10","p10_20","p20_50","p50_100","p100","p0_50","p0_250","natpers","rechtpers"
"195","301000 ","2007KW01","21025","32590","11890","4400","1950","745","130","55","72590","72765","65465","7310"
"196","301000 ","2007KW02","21640","32420","11780","4345","1905","750","130","55","72840","73020","65625","7405"
"197","301000 ","2007KW03","22395","30830","11600","4310","1900","720","130","50","71760","71930","64460","7480"
"198","301000 ","2007KW04","22325","30840","11605","4285","1875","710","120","55","71645","71815","64390","7430"
"199","301000 ","2008KW01","23195","30920","11600","4240","1865","710","120","50","72535","72700","65185","7520"
"200","301000 ","2008KW02","22915","30730","11495","4185","1850","705","120","45","71885","72045","64805","7245"
"201","301000 ","2008KW03","23500","30360","11410","4150","1820","700","120","45","71945","72100","64880","7225"
"202","301000 ","2008KW04","23515","30170","11400","4145","1825","705","120","45","71760","71920","64775","7150"
"203","301000 ","2009KW01","24015","29750","11275","4085","1800","685","115","45","71615","71770","64645","7130"
"204","301000 ","2009KW02","24230","29580","11225","3900","1720","690","105","50","71345","71495","64325","7175"
"205","301000 ","2009KW03","26430","29700","11510","3605","1340","490","70","45","73080","73185","65985","7210"
"206","301000 ","2009KW04","28485","29415","11330","3575","1450","525","75","45","74780","74895","67905","7000"
"207","301000 ","2010KW01","29860","25935","9835","3275","1460","605","90","50","70970","71100","65075","6035"
"208","301000 ","2010KW02","31080","25600","9740","3115","1225","480","65","50","71240","71350","65275","6085"
"209","301000 ","2010KW03","34125","25115","9400","2960","1155","455","75","45","73210","73320","67175","6155"
"210","301000 ","2010KW04","33530","24405","10030","3515","1395","540","95","50","73415","73550","67705","5855"
"211","301000 ","2011KW01","31905","22665","9600","3445","1515","520","90","40","69650","69770","64255","5530"
"212","301000 ","2011KW02","32030","22965","9780","3150","1200","455","70","40","69580","69680","64170","5515"
"213","301000 ","2011KW03","32300","22765","9795","3030","1185","450","80","35","69520","69625","64055","5580"
"214","301000 ","2011KW04","32005","22320","9955","3275","1330","545","90","40","69430","69550","64070","5490"
"215","301000 ","2012KW01","32055","21785","9650","3155","1450","585","90","40","68680","68795","63355","5450"
"216","301000 ","2012KW02","31835","21560","9555","3130","1435","585","90","35","68100","68215","62800","5425"
"217","301000 ","2012KW03","32645","21540","9525","2920","1165","525","90","35","68320","68430","62900","5540"
"218","301000 ","2012KW04","32415","21315","9475","3140","1290","505","85","35","68135","68245","62840","5415"
"219","301000 ","2013KW01","32585","21570","9520","3245","1380","520","85","40","68820","68935","63460","5485"
"220","301000 ","2013KW02","32945","21660","9590","3000","1160","445","65","40","68800","68900","63325","5585"
"221","301000 ","2013KW03","33250","21615","9605","2970","1145","430","70","40","69015","69115","63510","5615"
"222","301000 ","2013KW04","32920","21305","9585","3130","1280","480","80","40","68700","68815","63355","5470"
"223","301000 ","2014KW01","32835","21205","9505","3175","1375","490","75","45","68590","68700","63200","5510"
"224","301000 ","2014KW02","32630","21205","9645","3065","1155","460","65","45","68155","68255","62640","5630"
"225","301000 ","2014KW03","33040","21025","9535","3030","1140","460","75","45","68230","68340","62690","5660"
"226","301000 ","2014KW04","33260","21260","9655","3225","1260","475","90","50","69130","69260","63705","5565"
"227","301000 ","2015KW01","33505","21220","9715","3295","1410","485","80","45","69635","69750","64165","5595"
"228","301000 ","2015KW02","34020","21450","9945","3115","1160","475","80","45","70160","70275","64555","5730"
"229","301000 ","2015KW03","34590","21690","9925","3000","1095","455","80","45","70760","70870","65130","5750"
"230","301000 ","2015KW04","35275","21610","9990","3220","1205","525","90","50","71820","71950","66315","5645"
"231","301000 ","2016KW01","35420","21550","9975","3295","1300","520","95","50","72060","72190","66535","5670"
"232","301000 ","2016KW02","35900","21835","10120","3160","1110","490","85","45","72620","72735","66925","5825"
"233","301000 ","2016KW03","36415","22110","10255","3195","1125","495","85","45","73595","73710","67740","5980"
"234","301000 ","2016KW04","35890","21770","10745","3310","1205","525","100","55","73450","73590","67755","5850"
"235","301000 ","2017KW01","35605","21670","10630","3435","1360","480","95","50","73180","73315","67530","5800"
"236","301000 ","2017KW02","35835","21950","10700","3200","1105","480","85","45","73270","73385","67450","5950"
"237","301000 ","2017KW03","35990","21945","10795","3140","1115","485","85","45","73475","73595","67545","6060"
"238","301000 ","2017KW04","35950","21765","10920","3265","1240","545","100","60","73685","73830","67795","6050"
"239","301000 ","2018KW01","36245","21695","10500","3370","1325","600","115","50","73740","73890","67845","6055"
"240","301000 ","2018KW02","36160","21705","10710","3310","1080","505","90","50","73470","73600","67420","6190"
"241","301000 ","2018KW03","36390","21710","10780","3305","1105","505","95","50","73795","73930","67635","6310"
"242","301000 ","2018KW04","36385","21520","10920","3400","1235","560","110","60","74020","74170","67860","6330"
"243","301000 ","2019KW01","36590","21360","10830","3440","1285","650","115","60","74160","74315","67885","6445"
"244","301000 ","2019KW02","36815","21420","10955","3380","1075","540","90","55","74185","74315","67720","6610"
"245","301000 ","2019KW03","37000","21390","10955","3315","1105","550","110","55","74315","74465","67800","6680"
"246","301000 ","2019KW04","37375","21275","11075","3440","1160","590","125","60","74910","75075","68395","6700"
"247","301000 ","2020KW01","36305","21480","11475","3605","1320","680","135","65","74865","75045","68330","6730"
"248","301000 ","2020KW02","36345","21755","11570","3485","1145","545","100","55","74840","74985","68115","6880"
"249","301000 ","2020KW03","36735","21645","11665","3480","1155","550","105","55","75230","75380","68415","6975"
"250","301000 ","2020KW04","36920","21335","11770","3630","1280","635","130","65","75570","75750","68795","6970"
"251","301000 ","2021KW01","37420","21365","11505","3590","1375","685","150","60","75940","76135","69065","7085"
"252","301000 ","2021KW02","37780","21440","11650","3545","1180","565","115","55","76160","76320","68985","7345"
"253","301000 ","2021KW03","38285","21390","11810","3520","1195","580","130","60","76775","76955","69390","7575"
"254","301000 ","2021KW04","38785","21240","11890","3680","1235","630","135","70","77455","77640","69925","7735"
"255","301000 ","2022KW01","39070","21220","11685","3715","1360","670","135","60","77725","77905","70065","7855"
"256","301000 ","2022KW02","38945","21200","11725","3655","1165","585","120","60","77265","77430","69655","7790"
"257","301000 ","2022KW03","39285","21055","11905","3575","1205","585","120","60","77610","77780","69895","7900"
"258","301000 ","2022KW04","39555","20845","12095","3710","1240","635","135","70","78075","78265","70435","7850"
"259","301000 ","2023KW01","39465","20725","11845","3685","1365","665","120","70","77745","77920","70195","7740"
"260","301100 ","2007KW01","20380","32290","11745","4330","1925","730","125","50","71405","71575","64615","6965"
"261","301100 ","2007KW02","20980","32130","11625","4275","1885","735","130","50","71640","71810","64760","7055"
"262","301100 ","2007KW03","21725","30550","11455","4240","1880","710","125","45","70550","70715","63595","7125"
"263","301100 ","2007KW04","21650","30565","11450","4220","1855","695","120","50","70440","70605","63530","7080"
"264","301100 ","2008KW01","22505","30650","11450","4170","1845","700","115","45","71320","71475","64315","7165"
"265","301100 ","2008KW02","22235","30455","11350","4120","1825","690","115","45","70675","70830","63935","6900"
"266","301100 ","2008KW03","22795","30095","11260","4090","1795","685","115","40","70720","70875","64000","6880"
"267","301100 ","2008KW04","22820","29910","11255","4080","1805","690","120","45","70555","70710","63905","6810"
"268","301100 ","2009KW01","23295","29470","11130","4020","1775","670","115","45","70365","70515","63740","6780"
"269","301100 ","2009KW02","23490","29310","11075","3840","1690","680","105","45","70085","70225","63410","6820"
"270","301100 ","2009KW03","25635","29425","11365","3535","1320","480","70","40","71760","71860","65020","6850"
"271","301100 ","2009KW04","27670","29135","11185","3505","1425","515","75","45","73440","73550","66910","6650"
"272","301100 ","2010KW01","29010","25630","9665","3230","1440","595","85","45","69575","69700","64005","5700"
"273","301100 ","2010KW02","30210","25300","9580","3055","1210","470","65","45","69830","69930","64195","5745"
"274","301100 ","2010KW03","33240","24815","9245","2905","1140","440","75","45","71790","71900","66085","5820"
"275","301100 ","2010KW04","32660","24115","9860","3460","1375","525","95","45","71995","72130","66610","5525"
"276","301100 ","2011KW01","31015","22380","9430","3385","1500","505","85","40","68210","68330","63140","5195"
"277","301100 ","2011KW02","31125","22675","9615","3085","1185","440","65","40","68125","68220","63045","5180"
"278","301100 ","2011KW03","31385","22480","9625","2970","1170","435","80","35","68065","68170","62930","5245"
"279","301100 ","2011KW04","31095","22045","9780","3220","1315","525","90","40","67985","68105","62950","5165"
"280","301100 ","2012KW01","31120","21505","9475","3105","1430","570","90","35","67205","67320","62225","5105"
"281","301100 ","2012KW02","30880","21280","9385","3075","1410","570","90","35","66600","66715","61645","5080"
"282","301100 ","2012KW03","31690","21275","9355","2855","1150","505","90","30","66830","66945","61760","5195"
"283","301100 ","2012KW04","31475","21035","9310","3080","1270","490","85","35","66660","66770","61695","5085"
"284","301100 ","2013KW01","31650","21290","9360","3190","1360","500","85","35","67350","67465","62310","5160"
"285","301100 ","2013KW02","32005","21385","9430","2940","1145","430","65","40","67340","67435","62185","5260"
"286","301100 ","2013KW03","32300","21350","9440","2905","1130","420","70","35","67545","67645","62370","5285"
"287","301100 ","2013KW04","31985","21040","9425","3070","1260","470","80","40","67245","67355","62210","5155"
"288","301100 ","2014KW01","31895","20935","9350","3110","1360","480","75","40","67125","67235","62055","5190"
"289","301100 ","2014KW02","31680","20945","9480","3000","1140","450","65","40","66690","66790","61490","5305"
"290","301100 ","2014KW03","32080","20755","9375","2970","1125","450","75","45","66755","66860","61530","5340"
"291","301100 ","2014KW04","32295","20995","9485","3165","1240","465","90","45","67645","67775","62535","5250"
"292","301100 ","2015KW01","32530","20955","9550","3235","1395","475","80","40","68140","68250","62980","5280"
"293","301100 ","2015KW02","33025","21195","9785","3060","1145","465","75","40","68680","68790","63385","5410"
"294","301100 ","2015KW03","33570","21450","9765","2945","1080","445","80","40","69255","69365","63945","5430"
"295","301100 ","2015KW04","34255","21360","9830","3160","1185","515","85","50","70305","70430","65115","5325"
"296","301100 ","2016KW01","34390","21305","9820","3235","1285","510","95","45","70545","70670","65325","5360"
"297","301100 ","2016KW02","34870","21600","9970","3105","1095","480","85","40","71115","71230","65730","5510"
"298","301100 ","2016KW03","35390","21875","10105","3140","1110","485","85","40","72105","72220","66560","5670"
"299","301100 ","2016KW04","34865","21535","10590","3260","1190","515","100","50","71960","72100","66575","5540"
"300","301100 ","2017KW01","34580","21440","10485","3385","1345","470","95","45","71705","71830","66355","5490"
"301","301100 ","2017KW02","34805","21725","10550","3145","1085","470","85","40","71785","71900","66285","5625"
"302","301100 ","2017KW03","34950","21715","10650","3095","1095","475","80","45","71980","72095","66375","5730"
"303","301100 ","2017KW04","34910","21530","10775","3215","1215","535","100","55","72180","72325","66620","5715"
"304","301100 ","2018KW01","35185","21465","10380","3320","1305","585","110","45","72235","72380","66680","5715"
"305","301100 ","2018KW02","35105","21475","10585","3255","1065","495","90","45","71970","72095","66265","5840"
"306","301100 ","2018KW03","35325","21485","10655","3245","1085","495","90","50","72295","72425","66470","5965"
"307","301100 ","2018KW04","35310","21290","10795","3345","1215","545","105","55","72500","72650","66690","5975"
"308","301100 ","2019KW01","35495","21140","10705","3385","1260","640","115","55","72625","72775","66710","6080"
"309","301100 ","2019KW02","35715","21200","10825","3320","1060","530","90","50","72640","72765","66560","6220"
"310","301100 ","2019KW03","35900","21175","10825","3255","1090","540","105","55","72780","72925","66640","6300"
"311","301100 ","2019KW04","36265","21065","10945","3385","1140","575","120","55","73375","73535","67225","6325"
"312","301100 ","2020KW01","35210","21265","11330","3545","1300","670","130","60","73320","73495","67150","6360"
"313","301100 ","2020KW02","35245","21535","11440","3420","1125","535","95","50","73300","73435","66945","6505"
"314","301100 ","2020KW03","35645","21420","11525","3425","1135","540","105","50","73690","73835","67240","6600"
"315","301100 ","2020KW04","35840","21100","11640","3585","1255","620","130","60","74040","74210","67615","6610"
"316","301100 ","2021KW01","36325","21140","11370","3540","1355","670","145","55","74400","74585","67880","6720"
"317","301100 ","2021KW02","36670","21215","11515","3495","1155","555","115","50","74605","74760","67805","6965"
"318","301100 ","2021KW03","37160","21155","11680","3470","1175","565","130","55","75205","75375","68205","7185"
"319","301100 ","2021KW04","37645","21005","11765","3625","1215","615","130","65","75875","76050","68735","7330"
"320","301100 ","2022KW01","37905","20990","11560","3665","1340","660","130","55","76120","76295","68865","7445"
"321","301100 ","2022KW02","37795","20980","11600","3595","1145","575","115","55","75690","75845","68465","7390"
"322","301100 ","2022KW03","38130","20825","11785","3525","1190","575","120","55","76025","76185","68700","7500"
"323","301100 ","2022KW04","38400","20615","11970","3665","1220","625","135","65","76495","76670","69235","7455"
"324","301100 ","2023KW01","38310","20495","11725","3635","1340","655","115","65","76165","76330","68995","7355"
"2535","302600 ","2007KW01","7200","20940","6555","670","105","35","10","5","35510","35525","33470","2055"
"2536","302600 ","2007KW02","7320","20790","6515","670","100","35","10","5","35430","35445","33360","2085"
"2537","302600 ","2007KW03","7575","19845","6385","665","95","35","10","5","34600","34615","32520","2095"
"2538","302600 ","2007KW04","7480","19870","6390","655","90","35","10","5","34525","34540","32485","2060"
"2539","302600 ","2008KW01","7785","19845","6405","650","90","35","10","5","34805","34825","32725","2095"
"2540","302600 ","2008KW02","7610","19755","6380","655","90","35","10","5","34520","34535","32565","1970"
"2541","302600 ","2008KW03","7845","19575","6335","650","90","35","10","5","34530","34545","32600","1945"
"2542","302600 ","2008KW04","7730","19445","6305","650","90","35","10","5","34250","34265","32340","1925"
"2543","302600 ","2009KW01","7855","19060","6195","635","80","30","10","5","33855","33870","31985","1885"
"2544","302600 ","2009KW02","7930","18785","6165","645","85","35","10","5","33640","33655","31765","1895"
"2545","302600 ","2009KW03","8830","18670","6225","610","75","25","5","10","34435","34445","32555","1895"
"2546","302600 ","2009KW04","10100","18550","6145","600","75","25","5","10","35495","35505","33720","1785"
"2547","302600 ","2010KW01","11520","15845","5495","515","55","25","5","5","33450","33460","32035","1430"
"2548","302600 ","2010KW02","12195","15460","5310","490","60","25","5","5","33540","33555","32105","1445"
"2549","302600 ","2010KW03","14095","15010","5120","490","60","25","5","5","34800","34810","33335","1475"
"2550","302600 ","2010KW04","14115","14820","5390","595","75","25","5","5","35020","35035","33655","1380"
"2551","302600 ","2011KW01","13030","13690","5120","540","60","25","5","5","32465","32475","31295","1180"
"2552","302600 ","2011KW02","12860","13570","5350","575","60","30","5","5","32445","32455","31265","1190"
"2553","302600 ","2011KW03","12945","13485","5330","530","60","25","5","5","32375","32380","31155","1230"
"2554","302600 ","2011KW04","12815","13315","5435","565","65","30","5","5","32220","32230","31045","1190"
"2555","302600 ","2012KW01","12770","12975","5270","525","60","25","5","5","31620","31625","30500","1125"
"2556","302600 ","2012KW02","12640","12875","5225","520","60","20","5","5","31340","31350","30220","1130"
"2557","302600 ","2012KW03","12945","12680","5215","525","65","25","5","5","31460","31465","30310","1155"
"2558","302600 ","2012KW04","12850","12645","5200","545","75","25","5","5","31335","31345","30200","1145"
"2559","302600 ","2013KW01","13185","12960","5210","570","65","25","5","5","32015","32025","30865","1160"
"2560","302600 ","2013KW02","13275","12850","5265","575","75","25","5","5","32065","32070","30865","1210"
"2561","302600 ","2013KW03","13305","12855","5255","565","70","25","5","5","32075","32080","30875","1205"
"2562","302600 ","2013KW04","13165","12760","5235","565","80","25","5","5","31825","31830","30670","1165"
"2563","302600 ","2014KW01","13055","12785","5180","570","65","25","5","5","31680","31685","30510","1175"
"2564","302600 ","2014KW02","12795","12620","5265","630","75","25","5","5","31405","31415","30205","1210"
"2565","302600 ","2014KW03","12965","12535","5230","605","70","25","5","5","31420","31430","30210","1225"
"2566","302600 ","2014KW04","13140","12745","5295","635","70","25","5","5","31915","31920","30720","1200"
"2567","302600 ","2015KW01","13225","12825","5350","670","70","20","5","5","32165","32170","30950","1225"
"2568","302600 ","2015KW02","13310","12840","5550","690","75","25","5","5","32490","32500","31225","1275"
"2569","302600 ","2015KW03","13530","13010","5485","665","70","25","5","5","32790","32800","31535","1265"
"2570","302600 ","2015KW04","13875","13040","5535","715","75","25","5","5","33270","33275","32055","1225"
"2571","302600 ","2016KW01","13875","13080","5570","700","70","20","5","5","33315","33320","32095","1225"
"2572","302600 ","2016KW02","13950","13125","5650","750","80","25","5","5","33580","33585","32320","1270"
"2573","302600 ","2016KW03","14155","13280","5715","765","85","25","5","5","34030","34040","32740","1305"
"2574","302600 ","2016KW04","13930","13080","6020","805","80","25","5","5","33940","33945","32695","1250"
"2575","302600 ","2017KW01","13535","13190","6010","815","80","20","5","5","33645","33650","32370","1280"
"2576","302600 ","2017KW02","13470","13200","6085","815","85","20","0","5","33675","33680","32385","1300"
"2577","302600 ","2017KW03","13465","13165","6180","815","80","20","5","5","33725","33735","32390","1345"
"2578","302600 ","2017KW04","13445","13090","6280","835","100","20","5","5","33770","33775","32435","1340"
"2579","302600 ","2018KW01","11385","11640","5760","850","90","20","5","5","29740","29750","28500","1250"
"2580","302600 ","2018KW02","11250","11535","5850","855","100","20","5","5","29615","29620","28305","1320"
"2581","302600 ","2018KW03","11290","11520","5940","865","90","25","5","5","29735","29740","28360","1380"
"2582","302600 ","2018KW04","11190","11420","6015","895","105","25","5","5","29650","29655","28270","1390"
"2583","302600 ","2019KW01","11000","11170","5885","890","100","20","5","5","29065","29075","27680","1395"
"2584","302600 ","2019KW02","10950","11130","5920","910","100","25","5","5","29035","29040","27605","1440"
"2585","302600 ","2019KW03","10915","11095","5960","900","95","30","5","5","28990","29000","27535","1460"
"2586","302600 ","2019KW04","10945","11030","6030","920","95","30","5","5","29050","29060","27580","1480"
"2587","302600 ","2020KW01","10150","11230","6295","975","105","25","5","5","28785","28795","27325","1475"
"2588","302600 ","2020KW02","10050","11255","6355","985","110","25","5","5","28780","28790","27255","1540"
"2589","302600 ","2020KW03","10060","11130","6515","980","100","25","5","5","28810","28820","27220","1605"
"2590","302600 ","2020KW04","10065","11035","6570","1025","115","25","5","5","28835","28845","27215","1630"
"2591","302600 ","2021KW01","10000","10915","6385","1020","100","25","10","5","28450","28460","26850","1610"
"2592","302600 ","2021KW02","9990","10850","6430","1025","105","25","10","5","28425","28435","26765","1670"
"2593","302600 ","2021KW03","10015","10765","6590","1010","105","25","10","5","28510","28520","26780","1740"
"2594","302600 ","2021KW04","10040","10690","6635","1065","105","30","10","5","28560","28570","26790","1780"
"2595","302600 ","2022KW01","9745","10380","6355","1035","100","30","5","5","27640","27650","25895","1760"
"2596","302600 ","2022KW02","9620","10300","6365","1035","105","30","5","5","27455","27465","25710","1755"
"2597","302600 ","2022KW03","9615","10165","6500","1020","110","25","5","5","27440","27450","25650","1795"
"2598","302600 ","2022KW04","9525","10090","6595","1065","115","30","10","5","27415","27425","25650","1775"
"2599","302600 ","2023KW01","9455","10065","6475","1075","115","25","5","5","27205","27215","25475","1745"
"2600","302700 ","2007KW01","3070","12270","4245","280","15","5","0","0","19885","19885","19615","270"
"2601","302700 ","2007KW02","3185","12130","4200","275","15","5","0","0","19810","19810","19510","300"
"2602","302700 ","2007KW03","3355","11265","4090","275","15","5","0","0","19005","19005","18695","310"
"2603","302700 ","2007KW04","3275","11245","4095","270","15","5","0","0","18905","18905","18590","315"
"2604","302700 ","2008KW01","3485","11625","4205","280","15","5","0","0","19615","19615","19290","325"
"2605","302700 ","2008KW02","3385","11530","4175","280","15","5","0","0","19390","19390","19095","295"
"2606","302700 ","2008KW03","3540","11370","4140","280","15","5","0","0","19355","19355","19070","280"
"2607","302700 ","2008KW04","3435","11205","4105","275","15","5","0","0","19040","19040","18765","275"
"2608","302700 ","2009KW01","3525","11325","4140","275","10","5","0","0","19290","19290","19020","270"
"2609","302700 ","2009KW02","3550","11125","4100","265","15","5","0","0","19060","19060","18785","275"
"2610","302700 ","2009KW03","4145","10905","4120","255","10","5","0","0","19435","19440","19155","285"
"2611","302700 ","2009KW04","5020","10725","4000","255","10","0","0","0","20010","20010","19775","235"
"2612","302700 ","2010KW01","5590","9365","3715","240","5","5","0","0","18920","18920","18700","220"
"2613","302700 ","2010KW02","5855","8825","3475","210","5","0","0","0","18370","18370","18145","225"
"2614","302700 ","2010KW03","6790","8255","3265","195","5","0","0","0","18510","18510","18280","230"
"2615","302700 ","2010KW04","6780","8040","3390","225","5","5","0","0","18440","18440","18265","175"
"2616","302700 ","2011KW01","6835","8110","3440","240","5","5","0","0","18625","18625","18455","175"
"2617","302700 ","2011KW02","6695","7935","3590","265","5","5","0","0","18495","18495","18330","170"
"2618","302700 ","2011KW03","6715","7880","3550","230","5","5","0","0","18385","18385","18200","185"
"2619","302700 ","2011KW04","6625","7695","3605","245","5","5","0","0","18185","18185","18010","175"
"2620","302700 ","2012KW01","6760","7685","3555","245","5","5","0","0","18255","18255","18085","170"
"2621","302700 ","2012KW02","6640","7605","3505","235","5","5","0","0","17995","17995","17825","170"
"2622","302700 ","2012KW03","6805","7430","3505","235","10","5","0","0","17985","17985","17810","175"
"2623","302700 ","2012KW04","6730","7405","3490","235","15","5","0","0","17880","17880","17715","165"
"2624","302700 ","2013KW01","6880","7615","3475","260","15","10","0","0","18250","18250","18070","185"
"2625","302700 ","2013KW02","6880","7520","3515","270","10","10","0","0","18210","18210","18005","205"
"2626","302700 ","2013KW03","6860","7525","3505","255","10","5","0","0","18165","18165","17960","205"
"2627","302700 ","2013KW04","6760","7450","3475","255","10","5","0","0","17960","17960","17765","195"
"2628","302700 ","2014KW01","6595","7355","3425","255","10","5","0","0","17645","17645","17465","180"
"2629","302700 ","2014KW02","6395","7220","3480","285","5","5","0","0","17395","17395","17205","190"
"2630","302700 ","2014KW03","6465","7195","3465","270","10","5","0","0","17410","17410","17215","195"
"2631","302700 ","2014KW04","6455","7335","3505","295","10","5","0","0","17605","17605","17410","195"
"2632","302700 ","2015KW01","6370","7360","3535","330","10","5","0","0","17610","17610","17415","195"
"2633","302700 ","2015KW02","6315","7365","3685","340","10","5","0","0","17720","17720","17500","220"
"2634","302700 ","2015KW03","6340","7450","3645","320","10","5","0","0","17770","17770","17555","215"
"2635","302700 ","2015KW04","6285","7460","3680","350","10","5","0","0","17795","17795","17595","200"
"2636","302700 ","2016KW01","6245","7510","3665","355","10","5","0","0","17790","17790","17585","205"
"2637","302700 ","2016KW02","6215","7530","3730","380","10","5","0","0","17875","17875","17655","220"
"2638","302700 ","2016KW03","6260","7590","3765","395","15","5","0","0","18025","18030","17790","240"
"2639","302700 ","2016KW04","6105","7460","4005","415","15","5","0","0","18010","18010","17785","225"
"2640","302700 ","2017KW01","6005","7900","4125","440","20","5","0","0","18495","18495","18245","250"
"2641","302700 ","2017KW02","5940","7895","4185","445","25","5","0","0","18500","18500","18240","260"
"2642","302700 ","2017KW03","5890","7840","4260","435","20","5","0","0","18450","18450","18195","255"
"2643","302700 ","2017KW04","5845","7760","4335","460","30","5","0","0","18435","18435","18180","255"
"2644","302700 ","2018KW01","5360","7255","4080","490","25","5","0","0","17210","17210","17010","205"
"2645","302700 ","2018KW02","5260","7195","4165","485","25","0","0","0","17130","17130","16910","220"
"2646","302700 ","2018KW03","5280","7175","4245","490","25","5","0","0","17215","17215","16975","245"
"2647","302700 ","2018KW04","5245","7110","4305","505","40","5","0","0","17210","17210","16960","250"
"2648","302700 ","2019KW01","4990","6905","4195","520","30","5","0","0","16645","16645","16410","240"
"2649","302700 ","2019KW02","4940","6880","4235","530","30","5","0","0","16620","16620","16375","250"
"2650","302700 ","2019KW03","4930","6865","4255","520","35","5","0","0","16610","16610","16360","250"
"2651","302700 ","2019KW04","4915","6820","4315","545","30","5","0","0","16630","16630","16380","250"
"2652","302700 ","2020KW01","4185","6975","4500","580","35","5","0","0","16275","16275","16035","240"
"2653","302700 ","2020KW02","4120","6990","4550","580","35","0","0","0","16275","16275","16025","250"
"2654","302700 ","2020KW03","4085","6915","4670","565","30","5","0","0","16265","16265","16010","260"
"2655","302700 ","2020KW04","4090","6845","4715","585","35","5","0","0","16275","16275","16005","270"
"2656","302700 ","2021KW01","4045","6805","4585","610","30","5","0","0","16075","16075","15810","270"
"2657","302700 ","2021KW02","4015","6785","4620","605","30","0","0","0","16060","16060","15765","290"
"2658","302700 ","2021KW03","3990","6685","4760","600","30","5","0","0","16065","16065","15765","300"
"2659","302700 ","2021KW04","3960","6615","4820","640","30","5","0","0","16070","16070","15760","310"
"2660","302700 ","2022KW01","3870","6505","4660","640","35","5","0","0","15715","15715","15405","310"
"2661","302700 ","2022KW02","3810","6475","4685","625","35","5","0","0","15640","15640","15330","310"
"2662","302700 ","2022KW03","3780","6370","4785","635","35","5","0","0","15615","15615","15295","315"
"2663","302700 ","2022KW04","3720","6295","4875","660","40","10","0","0","15600","15600","15290","310"
"2664","302700 ","2023KW01","3705","6320","4810","660","40","5","0","0","15540","15540","15230","310"
"2665","302702 ","2007KW01","0","0","0","0","0","0","0","0",,,"0","0"
"2666","302702 ","2007KW02","0","0","0","0","0","0","0","0",,,"0","0"
"2667","302702 ","2007KW03","0","0","0","0","0","0","0","0",,,"0","0"
"2668","302702 ","2007KW04","0","0","0","0","0","0","0","0",,,"0","0"
"2669","302702 ","2008KW01","0","0","0","0","0","0","0","0",,,"0","0"
"2670","302702 ","2008KW02","0","0","0","0","0","0","0","0",,,"0","0"
"2671","302702 ","2008KW03","0","0","0","0","0","0","0","0",,,"0","0"
"2672","302702 ","2008KW04","0","0","0","0","0","0","0","0",,,"0","0"
"2673","302702 ","2009KW01","0","0","0","0","0","0","0","0",,,"0","0"
"2674","302702 ","2009KW02","0","0","0","0","0","0","0","0",,,"0","0"
"2675","302702 ","2009KW03","0","0","0","0","0","0","0","0",,,"0","0"
"2676","302702 ","2009KW04","0","0","0","0","0","0","0","0",,,"0","0"
"2677","302702 ","2010KW01","0","0","0","0","0","0","0","0",,,"0","0"
"2678","302702 ","2010KW02","0","0","0","0","0","0","0","0",,,"0","0"
"2679","302702 ","2010KW03","0","0","0","0","0","0","0","0",,,"0","0"
"2680","302702 ","2010KW04","0","0","0","0","0","0","0","0",,,"0","0"
"2681","302702 ","2011KW01","0","0","0","0","0","0","0","0",,,"0","0"
"2682","302702 ","2011KW02","0","0","0","0","0","0","0","0",,,"0","0"
"2683","302702 ","2011KW03","0","0","0","0","0","0","0","0",,,"0","0"
"2684","302702 ","2011KW04","0","0","0","0","0","0","0","0",,,"0","0"
"2685","302702 ","2012KW01","0","0","0","0","0","0","0","0",,,"0","0"
"2686","302702 ","2012KW02","0","0","0","0","0","0","0","0",,,"0","0"
"2687","302702 ","2012KW03","0","0","0","0","0","0","0","0",,,"0","0"
"2688","302702 ","2012KW04","0","0","0","0","0","0","0","0",,,"0","0"
"2689","302702 ","2013KW01","0","0","0","0","0","0","0","0",,,"0","0"
"2690","302702 ","2013KW02","0","0","0","0","0","0","0","0",,,"0","0"
"2691","302702 ","2013KW03","0","0","0","0","0","0","0","0",,,"0","0"
"2692","302702 ","2013KW04","0","0","0","0","0","0","0","0",,,"0","0"
"2693","302702 ","2014KW01","0","0","0","0","0","0","0","0",,,"0","0"
"2694","302702 ","2014KW02","0","0","0","0","0","0","0","0",,,"0","0"
"2695","302702 ","2014KW03","0","0","0","0","0","0","0","0",,,"0","0"
"2696","302702 ","2014KW04","0","0","0","0","0","0","0","0",,,"0","0"
"2697","302702 ","2015KW01","0","0","0","0","0","0","0","0",,,"0","0"
"2698","302702 ","2015KW02","0","0","0","0","0","0","0","0",,,"0","0"
"2699","302702 ","2015KW03","0","0","0","0","0","0","0","0",,,"0","0"
"2700","302702 ","2015KW04","0","0","0","0","0","0","0","0",,,"0","0"
"2701","302702 ","2016KW01","0","0","0","0","0","0","0","0",,,"0","0"
"2702","302702 ","2016KW02","0","0","0","0","0","0","0","0",,,"0","0"
"2703","302702 ","2016KW03","0","0","0","0","0","0","0","0",,,"0","0"
"2704","302702 ","2016KW04","0","0","0","0","0","0","0","0",,,"0","0"
"2705","302702 ","2017KW01","5760","7635","4070","435","20","5","0","0","17920","17925","17685","240"
